-1.0,-1.0,0.13280878122647605,7.413583164215088
-1.0,-0.95,0.10578440622488658,7.365483493804931
-1.0,-0.9,0.08448837637901306,7.305449095408122
-1.0,-0.85,0.06718170064687728,7.2361689389546715
-1.0,-0.8,0.05372081514199575,7.161857791900635
-1.0,-0.75,0.04307272540529569,7.068779664357503
-1.0,-0.7,0.034690126431485016,6.9714574610392255
-1.0,-0.6499999999999999,0.028296312853693963,6.861830168406168
-1.0,-0.6,0.023185276677211125,6.745467180887858
-1.0,-0.55,0.019273846914370854,6.614188758850098
-1.0,-0.5,0.016340216115117073,6.471271059672038
-1.0,-0.44999999999999996,0.014128061536699533,6.32229681523641
-1.0,-0.3999999999999999,0.01257979395488898,6.157709125518799
-1.0,-0.35,0.011487880830963453,5.979784154256185
-1.0,-0.29999999999999993,0.01085394258548816,5.788552912394206
-1.0,-0.25,0.010635032443950573,5.590012500762939
-1.0,-0.19999999999999996,0.01080320429801941,5.3773249257405595
-1.0,-0.1499999999999999,0.011364021172126135,5.152189186096192
-1.0,-0.09999999999999998,0.012387707346429428,4.917462876637777
-1.0,-0.04999999999999993,0.014014397730429968,4.672373995463054
-1.0,0.0,0.016408638924360276,4.418825600941976
-1.0,0.050000000000000044,0.01965422363082568,4.158854459126791
-1.0,0.10000000000000009,0.02419756415610512,3.8905808493296306
-1.0,0.15000000000000013,0.030295950467387835,3.622951635996501
-1.0,0.20000000000000018,0.03858578582108021,3.3486518783569337
-1.0,0.25,0.04930915825565656,3.0827248814900714
-1.0,0.30000000000000004,0.06326990803082784,2.8160415992736816
-1.0,0.3500000000000001,0.0814163148800532,2.556540596008301
-1.0,0.40000000000000013,0.10398702315489451,2.3099439226786296
-1.0,0.4500000000000002,0.1322645532290141,2.0740487327575683
-1.0,0.5,0.1670312852859497,1.8543656511306763
-1.0,0.55,0.20923957777023316,1.6552152252197265
-1.0,0.6000000000000001,0.25976107867558795,1.477003799756368
-1.0,0.6500000000000001,0.3202399165630341,1.3204739554723104
-1.0,0.7000000000000002,0.39000986369450885,1.1924420274098715
-1.0,0.75,0.4715002881685893,1.0891684551239014
-1.0,0.8,0.5646370277404785,1.0124149656295776
-1.0,0.8500000000000001,0.6710693567593893,0.9629096094767252
